	Cross section of sclerenchyma fibers in plant ground tissue	0
1468	Although the antecedents of social contract theory are found in antiquity , in Greek and Stoic philosophy and Roman and Canon Law , as well as in the Biblical idea of the covenant , the heyday of the social contract was the mid-seventeenth to early nineteenth centuries , when it emerged as the leading doctrine of political legitimacy .	0
1469	The starting point for most social contract theories is a heuristic examination of the human condition absent from any political order that Thomas Hobbes termed the “ state of nature ” .	0
1470	In this condition , individuals ' actions are bound only by their personal power and conscience .	0
1471	From this shared starting point social contract theorists seek to demonstrate , in different ways , why a rational individual would voluntarily consent to give up his or her natural freedom to obtain the benefits of political order .	0
1472	Hugo Grotius ( 1625 ) , Thomas Hobbes ( 1651 ) , Samuel Pufendorf ( 1673 ) , John Locke ( 1689 ) , Jean-Jacques Rousseau ( 1762 ) , and Immanuel Kant ( 1797 ) are among the most prominent of seventeenth- and eighteenth-century theorists of social contract and natural rights .	0
1473	Each solved the problem of political authority in a different way .	0
1474	Grotius posited that individual human beings had natural rights ; Hobbes asserted that men consent to abdicate their rights in favor of the absolute authority of government ( whether monarchial or parliamentary ) ; Pufendorf disputed Hobbes 's equation of a state of nature with war .	0
1475	Locke believed that natural rights were inalienable , and that the rule of God therefore superseded government authority ; and Rousseau believed that democracy ( self-rule ) was the best way of ensuring the general welfare while maintaining individual freedom under the rule of law .	0
1476	The Lockean concept of the social contract was invoked in the United States Declaration of Independence .	0
1477	Social contract theories were eclipsed in the nineteenth century in favor of utilitarianism , Hegelianism , and Marxism , and were revived in the twentieth , notably in the form of a thought experiment by John Rawls .	0
1478	Sports are an important part of the culture of the United States .	0
1479	Four of the nation 's five most popular team sports were developed in North America : American football , baseball , basketball and ice hockey , whereas soccer was developed in England .	1
1480	The four Major leagues in the United States are the National Basketball Association ( NBA ) , National Football League ( NFL ) , Major League Baseball ( MLB ) , the National Hockey League ( NHL ) ; all enjoy massive media exposure and are considered the preeminent competitions in their respective sports in the world .	1
1481	Three of those leagues have teams that represent Canadian cities , and all four are among the most lucrative sports leagues in the world .	0
1482	Soccer ( association football ) is less popular as a spectator sport in the United States than it is in many other countries , though it has wide participation in amateur and semi-professional levels .	0
1483	The top league , Major League Soccer , continues to grow and has surpassed the NBA and the NHL in average attendance , although it lags far behind in revenue and TV viewership .	0
1484	Professional teams in all major sports operate as franchises within a league .	0
1485	All major sports leagues use the same type of schedule with a playoff tournament after the regular season ends .	0
1486	In addition to the major league-level organizations , several sports also have professional minor leagues .	0
1487	Sports are particularly associated with education in the United States , with most high schools and universities having organized sports .	0
1488	College sports competitions play an important role in the American sporting culture .	0
1489	In many cases college athletics are more popular than professional sports , with the major sanctioning body being the NCAA .	0
1490	A newton metre is a unit of torque ( also called `` moment `` ) in the SI system .	1
1491	The symbolic form is N m or N·m , .	0
1492	One newton metre , sometimes hyphenated newton-metre , is equal to the torque resulting from a force of one newton applied perpendicularly to a moment arm which is one metre long .	0
1493	It is also used less commonly as a unit of work , or energy , in which case it is equivalent to the more common and standard SI unit of energy , the joule .	0
1494	In this very different usage the metre term represents the distance traveled or displacement in the direction of the force , and not the perpendicular distance from a fulcrum as it does when used to express torque .	0
1495	This usage is discouraged by the SI authority , since it can lead to confusion as to whether a given quantity expressed in newton-meters is a torque or a quantity of energy .	0
1496	Stockings on a fireplace mantel .	0
1497	A Christmas stocking hung on a bedpost .	0
1498	A Christmas stocking is an empty sock or sock-shaped bag that is hung on Christmas Eve so that Santa Claus ( or Father Christmas ) can fill it with small toys , candy , fruit , coins or other small gifts when he arrives .	0
1499	These small items are often referred to as stocking stuffers or stocking fillers .	0
1500	In some Christmas stories , the contents of the Christmas stocking are the only toys the child receives at Christmas from Santa Claus ; in other stories ( and in tradition ) , some presents are also wrapped up in wrapping paper and placed under the Christmas tree .	0
1501	Tradition in Western culture threatens that a child who behaves badly during the year will receive only a piece of coal .	0
1502	However , coal is rarely if ever left in a stocking , as it is considered cruel .	0
1503	Some people even put their Christmas stocking by their bedposts so Santa Claus can fill it by the bed while they sleep .	0
1504	John Adams ( October 30 , 1735 ( O.S . October 19 , 1735 ) – July 4 , 1826 ) was the second president of the United States ( 1797–1801 ) , having earlier served as the first vice president of the United States .	1
1505	An American Founding Father , he was a statesman , diplomat , and a leading advocate of American independence from Great Britain .	0
1506	Well educated , he was an Enlightenment political theorist who promoted republicanism and wrote prolifically about his often seminal ideas , both in published works and in letters to his wife and key adviser Abigail as well as to other Founding Fathers .	0
